0;01/11/2018 20:36;A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;2;0;0;moulie;moulies;;01/11/2018 20:36;;HaRendYkK,,,,,,,,
0;01/11/2018 20:36;A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;1;0;1;moulignon;moulignons;;01/11/2018 20:36;;Qxnkmzj2P,,,,,,,,
96;01/11/2018 20:36;Alternative of moolie;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;moolinyan;;01/11/2018 20:36;moulignon;obGpELaiV,,,,,,,,,,
100;01/11/2018 20:36;A black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;429;0;110;moon cricket;moon crickets;;01/11/2018 20:36;;gvisfuzqy,,,,,,,,,,
0;01/11/2018 20:36;A black person, from the black Muslims which invaded Europe during the Middle Ages.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;[1] Uncultivated land [2] Muslim inhabitants of the Maghreb, the Iberian Peninsula, Sicily, Sardinia, Corsica, and Malta during the Middle Ages;0;0;0;Moor;Moors;;01/11/2018 20:36;;GxfepeqhF,,,,
100;01/11/2018 20:36;A Jewish person (first used in the 1930s).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;7;0;1;moky;mokies;;01/11/2018 20:36;;ztPbHGNnD,,,,,,,,,,
0;01/11/2018 20:36;Disabled;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;East-Central Asian ethnic group native to Mongolia;0;0;0;mongol;mongols;;01/11/2018 20:36;;jQGGBkZBy,,,,,,,,,,
0;01/11/2018 20:36;A disabled person, from 'mongoloid'.;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1186;0;233;mong;mongs;;01/11/2018 20:36;;LgGsuRvLj,,,,,,,,,
0;01/11/2018 20:36;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A primate;0;0;0;monkey;monkeys;;01/11/2018 20:36;;urxZBPMMF,,,,,,,,,,
0;01/11/2018 20:36;[1] In Hawaii, an uneducated, lower class and/or ethnic Polynesian person. [2] In Ireland, a disreputable or lower class person.;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;43;0;11;moke;mokes;;01/11/2018 20:36;;FiDjedXJB,,,,,,,
75;01/11/2018 20:36;A Jewish person (first used in the 1930s).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;9;0;2;moch;mochs;;01/11/2018 20:36;;KeJhdCPg2,,,,,,,,,,
0;01/11/2018 20:36;A Jewish person (first used in the 1930s).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;4;0;0;mockey;mockeys;;01/11/2018 20:36;;yi9JNTEXA,,,,,,,,,,
50;01/11/2018 20:36;A Jewish person (first used in the 1930s).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;8;0;2;mockie;mockies;;01/11/2018 20:36;;cosUkpwGL,,,,,,,,,,
0;01/11/2018 20:35;[1] An Irish person or a person of Irish descent. Mick is considered more offensive in the UK and US. From the prefix 'Mc'/'Mac' meaning 'son of' that is commonly found in Irish surnames. [2] In Australia, used to denote a Roman Catholic [19th century on, from Micheal].;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;An inebriating or narcotic substance;0;0;0;Mickey Finn;Mickey Finns;;01/11/2018 20:35;;DPBWFAPUm,,,,,,,,
24;01/11/2018 20:35;[1] An Irish person or a person of Irish descent. Mick is considered more offensive in the UK and US. From the prefix 'Mc'/'Mac' meaning 'son of' that is commonly found in Irish surnames. [2] In Australia, used to denote a Roman Catholic [19th century on, from Micheal].;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;A person's name;0;0;0;mickey;mickeys;;01/11/2018 20:35;;bi9wkUqDy,,,,,,,,
25;01/11/2018 20:35;[1] An Irish person or a person of Irish descent. Mick is considered more offensive in the UK and US. From the prefix 'Mc'/'Mac' meaning 'son of' that is commonly found in Irish surnames. [2] In Australia, used to denote a Roman Catholic [19th century on, from Micheal].;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;A person's name;0;0;0;mick;micks;;01/11/2018 20:35;;8BbvvsK4x,,,,,,,,
0;01/11/2018 20:35;In Northern Ireland, a spide is a young working class male. A female is known as a millie.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;1;0;1;mil bag;mil bags;;01/11/2018 20:35;;qoo mawGh,,,,,,,,,
0;01/11/2018 20:35;In Northern Ireland, a spide is a young working class male. A female is known as a millie.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;millie;millies;;01/11/2018 20:35;;irkWmrQUW,,,,,,,,,
0;01/11/2018 20:35;Similar to 'American.';FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;78;0;13;Merkin;Merkins;;01/11/2018 20:35;;CnFUZzTad,,,,,,,,,,
0;01/11/2018 20:35;An Australian Aboriginal woman.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;3;0;0;lubra;lubras;;01/11/2018 20:35;;eWLnE9LyV,,,,,,,,,,
0;01/11/2018 20:35;A Lithuanian, particularly a Lithuanian American.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;2;0;1;lugan;lugans;;01/11/2018 20:35;;3wqtU6Hoo,,,,,,,,,
50;01/11/2018 20:35;A Roman Catholic. The term originated in the U.S. in the 1850s and refers to the custom of Friday abstinence.;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;9;0;1;mackerel snapper ;mackerel snappers;;01/11/2018 20:35;;tPgabKfyo,,,,,,,,,,
0;01/11/2018 20:35;[1] An Irish person or a person of Irish descent. Mick is considered more offensive in the UK and US. From the prefix 'Mc'/'Mac' meaning 'son of' that is commonly found in Irish surnames. [2] In Australia, used to denote a Roman Catholic [19th century on, from Micheal].;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;mack;macks;;01/11/2018 20:35;;9JgryTQab,,,,,,,,
0;01/11/2018 20:35;A person of Irish descent.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;A mythical creature from Irish folklore;0;0;0;leprechaun;leprechauns;;01/11/2018 20:35;;qwtCpWBpg,,,,,,,,,,
0;01/11/2018 20:35;Broad derogatory term for someone of Asian appearance/descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;127;0;40;ling ling;ling lings;;01/11/2018 20:35;;aQC8DPqXH,,,,,,,,,,
0;01/11/2018 20:35;A person in the Netherlands, which is 20% below sea level.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;lowlander;lowlanders;;01/11/2018 20:35;;yMAvDYhYG,,,,,,,,,
0;01/11/2018 20:35;A person of Lebanese descent.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;9;0;3;Lebbo;Lebbos;;01/11/2018 20:35;;HMAGZWZEJ,,,,,,,,,,
0;01/11/2018 20:35;A person of Lebanese descent.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;56;0;18;Leb;Lebs;;01/11/2018 20:35;;CXhtKrdkg,,,,,,,,,,
0;01/11/2018 20:35;An Arab, from the practice in certain Middle Eastern countries of chopping off a criminal's hand.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A left-handed person;0;0;0;lefty;lefties;;01/11/2018 20:35;;vCZBGcWHw,,,,,,,,,
0;01/11/2018 20:35;An Asian person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;lemonhead;lemonheads;;01/11/2018 20:35;;KJQTVUHZt,,,,,,,,,,
0;01/11/2018 20:35;[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;9;0;0;Kushi;Kushis;;01/11/2018 20:35;;LKLExYZMK,,,,,,,,,
0;01/11/2018 20:35;[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;55;0;23;Kushite;Kushites;;01/11/2018 20:35;;EGdEDMmvB,,,,,,,,,
0;01/11/2018 20:35;An Ashkenazi Jew. From kikel, Yiddish for 'circle'. Illiterate immigrant Jews signed legal documents with an 'O' (similar to an 'X').;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;58;0;15;kyke;kykes;;01/11/2018 20:35;;RgKpesbKk,,,,,,,,,
0;01/11/2018 20:35;In the USA a person of Latino descent, from 'latrine'. Extremely offensive.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;28;0;12;latrino;latrinos;;01/11/2018 20:35;;xWZARKnen,,,,,,,,,
77;01/11/2018 20:35;Intentional misspelling of 'cunt';FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;17;0;4;;kunt;;01/11/2018 20:35;cunt;KahmiDVEy,,,,,,,,,,
0;01/11/2018 20:35;An Ashkenazi Jew. From kikel, Yiddish for 'circle'. Illiterate immigrant Jews signed legal documents with an 'O' (similar to an 'X').;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;579;0;105;kike;kikes;;01/11/2018 20:35;;MGzMRK4ZY,,,,,,,,,
0;01/11/2018 20:35;An Irish Traveller.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;knacker;knackers;;01/11/2018 20:35;;XqTyixcnj,,,,,,,,,,
0;01/11/2018 20:35;Alternative form of 'negro';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;426;0;109;kneegrow;kneegroes;;01/11/2018 20:35;;njJBwuZkv,,,,,,,,,,
0;01/11/2018 20:35;A Tamil.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;2;0;1;kotiya;kotiyas;;01/11/2018 20:35;;Xj3rTnkzj,,,,,,,,,,
0;01/11/2018 20:35;A Jewish person, from the conversion of the Khazar Empire to Judaism;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;15;0;3;khazar;khazars;;01/11/2018 20:35;;W9NEYLqCu,,,,,,,,,
75;01/11/2018 20:35;A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;jijjiboo;jijjiboos;;01/11/2018 20:35;;4igsctQFa,,,,,,,,,
50;01/11/2018 20:35;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;31;0;6;jit;Jits;;01/11/2018 20:35;;shCQKtZde,,,,,,,,,,
0;01/11/2018 20:35;A Scottish person. Scots language nickname for the personal name John, cognate to the English, Jack. Occasionally used by the English as an insult. but also in respectful reference to elite Scottish, particularly Highland troops, e.g. the 9th (Scottish) Division. Same vein as the English insult for the French, as Frogs.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;jockie;jockies;;01/11/2018 20:35;;WjYZhdtTP,,,,,
0;01/11/2018 20:35;A Scottish person. Scots language nickname for the personal name John, cognate to the English, Jack. Occasionally used by the English as an insult. but also in respectful reference to elite Scottish, particularly Highland troops, e.g. the 9th (Scottish) Division. Same vein as the English insult for the French, as Frogs.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;An athlete or form of athletic protection;0;0;0;jock;jocks;;01/11/2018 20:35;;PUTHCBZCn,,,,,
0;01/11/2018 20:35;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;8;0;0;jungle bunny;jungle bunnys;;01/11/2018 20:35;;LKvcfomLf,,,,,,,,,,
0;01/11/2018 20:35;A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A dance, often impromptu;0;0;0;jig;jigs;;01/11/2018 20:35;;i7WKtnnLv,,,,,,,,
70;01/11/2018 20:35;A Muslim.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;One who engages in Jihad;0;0;0;Jihadi;Jihadis;;01/11/2018 20:35;;UBGvDhXrt,,,,,,,,,,
100;01/11/2018 20:35;A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1096;0;252;jiggaboo;jiggaboos;;01/11/2018 20:35;;otFbUJH8q,,,,,,,,,
0;01/11/2018 20:35;A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;4;0;1;jiggabo;jiggabos;;01/11/2018 20:35;;3peywqgnR,,,,,,,,,
100;01/11/2018 20:35;A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;458;0;139;jigaboo;jigaboos;;01/11/2018 20:35;;xQEQNYtap,,,,,,,,,
0;01/11/2018 20:35;A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;jigarooni;jigaroonis;;01/11/2018 20:35;;pp7uBGNmc,,,,,,,,,
98;01/11/2018 20:35;Intentional misspelling of 'jewbag';FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;0;0;0;;jewbagg;;01/11/2018 20:35;jewbag;RquVipLtB,,,,,,,,,,
0;01/11/2018 20:35;In Ireland, a disreputable, working class or delinquent person;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;1;0;1;jhant;jhants;;01/11/2018 20:35;;wpGkKih8R,,,,,,,,
25;01/11/2018 20:35;[1] A Japanese soldier or national, or anyone of Japanese descent. [2] Acronym for 'Jewish-American Princess.';FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;278;0;56;Jap;Japs;;01/11/2018 20:35;;EMPPYNEHP,,,,,,,,,
0;01/11/2018 20:35;A German, especially a German soldier (probably an alteration of German). Origin of Jerry can.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;A person's name;0;0;0;Jerry;Jerries;;01/11/2018 20:35;;3FAVqXa9Z,,,,,,,,,
99;01/11/2018 20:35;One who has sexual relations with Jews;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;0;0;0;;jew-fucked;;01/11/2018 20:35;jew-fucker;yhxcimfx4,,,,,,,,,,
0;01/11/2018 20:35;In Ireland, a disreputable, working class or delinquent person;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;123;1;15;jant;jants;;01/11/2018 20:35;;sMDKK24LW,,,,,,,,
0;01/11/2018 20:35;Derogatory term for a Caucasian South African, possibly derived from the Dutch term 'plaasjapie' meaning a farm-boy;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;3;0;2;japie;japies;;01/11/2018 20:35;;FQxWxZHtN,,,,,,,,,
86;01/11/2018 20:35;Japan;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;74;0;35;;Japland;;01/11/2018 20:35;Jap;oWdJfbn7c,,,,,,,,,,
0;01/11/2018 20:35;A Polynesian.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;9;0;1;island nigger;island niggers;;01/11/2018 20:35;;oTzVeiski,,,,,,,,,,
0;01/11/2018 20:34;A Jewish person (from Isaac and Moses).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;4;0;0;ikey;ikeys;;01/11/2018 20:34;;BEBoPuGDD,,,,,,,,,,
0;01/11/2018 20:34;A Native American, from 'Indian'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;746;9;149;injun;injuns;;01/11/2018 20:34;;ndZAAaibs,,,,,,,,,
0;01/11/2018 20:34;A Finn.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;35;0;16;ice monkey;ice monkeys;;01/11/2018 20:34;;xtVGK4Azt,,,,,,,,,,
0;01/11/2018 20:34;A black Canadian.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;1;0;0;ice nigger;ice niggers;;01/11/2018 20:34;;iurmwna23,,,,,,,,,,
17;01/11/2018 20:34;A mentally retarded person.;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;An unintelligent person;0;0;0;idiot;idiots;;01/11/2018 20:34;;FnVKimXzK,,,,,,,,,,
0;01/11/2018 20:34;A Jewish person (from Isaac and Moses).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;59;1;13;ike;ikes;;01/11/2018 20:34;;77MwQZBMo,,,,,,,,,,
0;01/11/2018 20:34;A Jewish person (from Isaac and Moses).;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;ikey mo;ikey mos;;01/11/2018 20:34;;pNHGxvUYt,,,,,,,,,,
"0;01/11/2018 20:34;""[1] A German", especially a German soldier; popular during World War I. Derived from a speech given by Kaiser Wilhelm of Germany to the German contingent sent to China during the Boxer Rebellion in which he exhorted them to 'be like Huns' (i.e.," savage and ruthless) to their Chinese enemy. [2] A Protestant in Northern Ireland. [3] A member of the British military in Ireland ('Britannia's huns')."";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;An aggressive", Asian nomadic people from the 4th and 5th centuries;0;0;0;Hun;Huns;;01/11/2018 20:34;;hmPRHjzcM,,,,,,,
0;01/11/2018 20:34;A Hungarian-Polish person.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;1;0;1;Hunyak;Hunyaks;;01/11/2018 20:34;;Hoy9t8qez,,,,,,,,,,
0;01/11/2018 20:34;A Hungarian-Polish person.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;Hunyock;Hunyocks;;01/11/2018 20:34;;zQznteQEu,,,,,,,,,,
50;01/11/2018 20:34;A Jewish person, derived from the personal name Hyman (from the Hebrew name Chayyim). Jesse Jackson provoked controversy by referring to New York City as 'Hymietown' in 1984.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;6;0;2;hymie;hymies;;01/11/2018 20:34;;dTvejewkn,,,,,,,,,
0;01/11/2018 20:34;[1] A woman, from 'whore'. [2] A prostitute.;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;36;0;12;ho;hos;;01/11/2018 20:34;;xnpRHVeBs,,,,,,,,,
0;01/11/2018 20:34;As with Uncle Tom, a reference to a black person who is subservient to whites.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;380;2;76;house nigger;house niggers;;01/11/2018 20:34;;NwpscyGwe,,,,,,,,,
0;01/11/2018 20:34;[1] A Hungarian. [2] A person of central or east European birth or descent.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;8;0;1;Hunkie;Hunkies;;01/11/2018 20:34;;kdzVdGkvj,,,,,,,,,,
0;01/11/2018 20:34;A Hungarian-Polish person.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;2;0;0;Honyak;Honyaks;;01/11/2018 20:34;;LTnTVuwvz,,,,,,,,,,
0;01/11/2018 20:34;A Hungarian-Polish person.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;Honyock;Honyocks;;01/11/2018 20:34;;dPz9gHeyk,,,,,,,,,,
100;01/11/2018 20:34;A rural or unsophisticated person;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A person from Indiana;0;0;0;hoosier;hoosiers;;01/11/2018 20:34;;rqdtp9ujr,,,,,,,,,,
0;01/11/2018 20:34;Perjorative term for Maori people;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;5;0;0;hori;hories;;01/11/2018 20:34;;2qPWCinAH,,,,,,,,,,
68;01/11/2018 20:34;[1] A woman, from 'whore'. [2] A prostitute.;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;A gardening tool;0;0;0;hoe;hoes;;01/11/2018 20:34;;YnLymaJZB,,,,,,,,,
72;01/11/2018 20:34;Alternative spelling of 'honky';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;2;0;0;;honkeye;;01/11/2018 20:34;honky;kThyFgTcR,,,,,,,,,,
0;01/11/2018 20:34;A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1166;16;276;honkie;honkies;;01/11/2018 20:34;;YCFgddEWV,,,,,,,,,
0;01/11/2018 20:34;The diminuitive of 'honky';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;6;0;1;honklet;honklets;;01/11/2018 20:34;;YumFKhFtp,,,,,,,,,,
0;01/11/2018 20:34;A rural person.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;hick;hicks;;01/11/2018 20:34;;nLQZUmCZf,,,,,,,,,,
50;01/11/2018 20:34;A Hindu person with preceived black mannerisms.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;282;3;90;higger;higgers;;01/11/2018 20:34;;XgPBKeADX,,,,,,,,,,
0;01/11/2018 20:34;A rural person.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;368;1;78;hayseed;hayseeds;;01/11/2018 20:34;;R2WYTWJyC,,,,,,,,,,
100;01/11/2018 20:34;A black Jew, from the combination of Hebrew and 'bro'.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;23;0;3;hebro;hebros;;01/11/2018 20:34;;crzuyYivM,,,,,,,,,
75;01/11/2018 20:34;A Jewish person, derived from the word 'Hebrew'.;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;360;5;104;heeb;heebs;;01/11/2018 20:34;;buLWvnacu,,,,,,,,,
75;01/11/2018 20:34;A person of German descent.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;751;1;121;heinie;heinies;;01/11/2018 20:34;;mMHLjyXgi,,,,,,,,,,
0;01/11/2018 20:34;A derogatory term for Afrikaners;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;4;0;0;hairyback;hairybacks;;01/11/2018 20:34;;XkgrervsF,,,,,,,,,,
100;01/11/2018 20:34;Denotes a person that is half African.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;59;0;11;halfrican;halfricans;;01/11/2018 20:34;;UaMJJWLTB,,,,,,,,,,
0;01/11/2018 20:34;[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1179;4;253;gypo;gypos;;01/11/2018 20:34;;2DfRGnbHP,,,,,,,,,
0;01/11/2018 20:34;[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;1;0;0;gyppie;gyppies;;01/11/2018 20:34;;ToQGANTDK,,,,,,,,,
0;01/11/2018 20:34;[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;215;3;58;gyppo;gyppos;;01/11/2018 20:34;;gqdnoyLAN,,,,,,,,,
0;01/11/2018 20:34;A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;51;1;12;guinea;guineas;;01/11/2018 20:34;;2LwGsNbpj,,,,,,,,,
0;01/11/2018 20:34;In Ireland, a disreputable or delinquent person;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;41;0;16;gurrier;gurriers;;01/11/2018 20:34;;ueqnyBoig,,,,,,,,,
100;01/11/2018 20:34;A person who's overt about his/her Hispanic descent, particularly a Dominican;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;44;0;8;guala;gualas;;01/11/2018 20:34;;QQTZGEa2Z,,,,,,,,,
0;01/11/2018 20:34;In Australia, Aboriginal pejorative term for white people.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;21;0;9;gubba;gubbas;;01/11/2018 20:34;;advxahrwp,,,,,,,,,
0;01/11/2018 20:34;A woman of Italian descent;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;71;0;19;guidette;guidettes;;01/11/2018 20:34;;oJqCNpyyX,,,,,,,,,,
0;01/11/2018 20:34;An Italian-American male. Derives from the Italian given name, Guido. Used mostly in the Northeastern United States as a stereotype for working-class urban Italian-Americans.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;137;4;41;guido;guidos;;01/11/2018 20:34;;DsyusqjAQ,,,,,,,,,
100;01/11/2018 20:34;An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;384;3;90;gook;gooks;;01/11/2018 20:34;;Vz2EmviCc,,,,,,,,,
